X;Y;Z;categoryID
-7.222586899617408;-0.4032025855271897;4.256680165582733;1.0
-4.648693590977881;-8.599704317399748;4.232345734888153;2.0
-8.816783457616065;-8.106219820329436;2.558391963296966;2.0
-8.00740006528208;0.10327047889541774;4.256680404001312;1.0
-3.711472063878271;-5.693092159578093;1.256680046373443;0.0
-4.584857970097754;-8.387364916154631;1.2566801655827327;0.0
-5.83446624837229;-7.80660777504135;4.2566799271641536;1.0
-3.019331842282507;-4.100393585511931;4.256680165582733;1.0
-7.428519516804908;1.312541909864656;3.7533697236119075;2.0
-8.816783457616065;-3.000629953691252;1.552735363298492;2.0
-5.112318306782934;-3.198529056855925;1.2566801655827327;0.0
-5.915428429463598;-8.599703363725432;1.8513660777149958;2.0
-8.816783457616065;0.40362686698745875;1.355714951807098;2.0
-8.816783457616065;-7.8945422690599045;2.3563244391022486;2.0
-4.523639231541845;-6.803912929841765;4.256680404001312;1.0
-2.8291857536823484;-4.093534282991179;4.256680046373443;1.0
-8.287021189549659;-3.5043564360826096;1.2566801655827327;0.0
-4.893158703664038;-7.496702007600554;1.2566802847920222;0.0
-3.4260084923298093;-4.608069710084685;1.2566802847920222;0.0
-6.110678940633032;-0.5951722186296067;4.256680046373443;1.0
-7.30702951512644;-0.9932523291795334;4.256680046373443;1.0
-7.082695275166723;-8.087797693559416;1.2566801655827327;0.0
-4.940021544316504;-7.4078491252153;1.2566801655827327;0.0
-3.3118641670734617;-3.7996187728135666;1.2566801655827327;0.0
-3.4070482548267575;-5.193509392091521;1.256680046373443;0.0
-6.742705136159156;-3.0089200061051926;1.2566801655827327;0.0
-4.023730545857641;-6.995503238984831;4.256680165582733;1.0
-8.816783457616065;0.6010164696485916;3.2606336224613948;2.0
-3.1204340752155515;-2.701258949586638;1.2566801655827327;0.0
-5.605836659291479;-1.289899639436491;1.2566801655827327;0.0
-3.639340191701147;-6.095126919099577;4.256680404001312;1.0
-6.909423619130346;0.10561604087661891;4.2566799271641536;1.0
-8.024938135960792;-8.599704317399748;4.157628451639251;2.0
-3.2373235519916745;-5.09736328537155;4.256680165582733;1.0
-4.818205624440405;-6.003263763734587;4.256680165582733;1.0
-8.214209109166358;-0.7980318587510666;4.2566799271641536;1.0
-5.889855175832007;-6.396205238649138;1.2566801655827327;0.0
-6.204672604420874;-7.402266792604216;4.256680165582733;1.0
-8.816784411290381;-6.102907471009978;2.6591849375305934;2.0
-6.7595498856098395;-6.8166473429887375;1.2566801655827327;0.0
-8.816783457616065;-6.599880508729704;3.059083257967071;2.0
-4.420079737523291;-6.69901590759445;4.256680046373443;1.0
-5.314423352101538;-8.599704317399748;1.7524384606419368;2.0
-7.7752850349933835;-7.874537042924651;1.2566801655827327;0.0
-3.01606431565592;-0.09988360817123265;1.256680046373443;0.0
-2.826119213917944;-4.003226093599089;4.2566799271641536;1.0
-3.737087756016943;-6.389440826722868;4.256680404001312;1.0
-5.001388340810034;-6.997479252168425;1.2566804040013118;0.0
-3.9180553253681394;0.3008293587477131;1.2566802847920222;0.0
-4.622597485402319;-0.8014874976365647;1.2566801655827327;0.0
-6.2107312973530036;-7.699023775407561;4.256680404001312;1.0
-4.648692875722143;-8.599703363725432;1.758834635072784;2.0
-8.415108233311866;-8.599704317399748;2.6619117904244227;2.0
-2.4156791265995237;-2.2981234114854416;1.2566802847920222;0.0
-3.6128983791858884;-1.7984009307115159;1.2566801655827327;0.0
-4.223558216908667;-2.402696184465178;1.2566801655827327;0.0
-8.816783457616065;-7.612099937745818;3.8539004672108454;2.0
-2.8603422935993406;-4.2548444789140305;4.2566799271641536;1.0
-8.816783457616065;-6.102907471009978;3.7607738125859065;2.0
-5.224905758717749;-8.396861604997405;4.256680046373443;1.0
-6.730022221425268;1.312541909864656;1.658893500619964;2.0
-7.513802796223852;-8.599703363725432;3.861628924661712;2.0
-5.125550061085913;-7.804019502946623;4.256680046373443;1.0
-6.71604469380686;0.7982000786573806;4.256680165582733;1.0
-4.91704681477854;-5.301591209718474;4.256680046373443;1.0
-8.195924311497901;1.312541909864656;3.7611346591053767;2.0
-2.852624684193823;-4.187876037904509;4.256680404001312;1.0
-7.706273823598121;1.312541909864656;3.455508505159454;2.0
-8.816782503941749;-3.70902042801071;3.551509653383331;2.0
-5.115962773183081;-8.599704317399748;1.6529403079090876;2.0
-8.816783457616065;-1.4945946257798752;3.760747109705047;2.0
-7.840585976460668;-6.914624504396208;1.2566801655827327;0.0
-5.610187798360083;-6.09966926986862;4.256680165582733;1.0
-4.314347773411963;-6.8995049517839036;4.256680165582733;1.0
-5.1167438324482175;-5.803648285218962;4.256680046373443;1.0
-5.231426030019018;-4.900662712404021;1.2566801655827327;0.0
-4.4143817719013425;-1.0010645907609543;1.2566801655827327;0.0
-4.225744276860449;-7.399681858369597;1.2566801655827327;0.0
-6.842187195637915;-7.0962470095841965;1.2566802847920222;0.0
-4.263597040990088;-7.677148393937834;4.256680046373443;1.0
-5.801887303212378;-6.688672355958708;4.256680165582733;1.0
-2.9169211681873533;-4.29458647186447;4.256680404001312;1.0
-4.421745568135473;-5.998315624543913;1.2566801655827327;0.0
-8.816784411290381;-3.299232534715422;1.5532030213413996;2.0
-5.619869023183081;-8.599703363725432;1.7585195053158564;2.0
-5.816250592091772;0.7984060723097244;4.256680404001312;1.0
-3.2364499863178464;-3.206222109147795;4.256680404001312;1.0
-4.522541075566504;-8.199475817033537;1.2566801655827327;0.0
-7.004007607320044;-0.6927462142198166;1.2566801655827327;0.0
-8.816782503941749;-8.009516290971526;1.4632095444737239;2.0
-5.732342987874244;-7.807454637834319;4.256680046373443;1.0
-8.816784411290381;-8.501354746171721;1.446147476488189;2.0
-7.610759526112768;1.312541909864656;1.7596988428173823;2.0
