X;Y;Z;categoryID;label
3.3833097739081417;3.077388980476494;2.3835045262602597;2.0;0.0
4.718644551740173;-1.343388221176033;0.6862899824408322;0.0;0.0
-1.721205063356873;0.2678992534562301;0.6862899824408322;0.0;0.0
2.771492890820984;-1.827158472450142;3.6862898632315426;1.0;0.0
4.878594808087829;-1.792734644325142;3.2973353430060177;2.0;0.0
4.87859194706488;-4.328595421226387;3.4885712429312496;2.0;0.0
-1.221871681704041;-0.22888090363300329;0.6862899824408322;0.0;0.0
0.7866153044562374;-4.8373127197340775;3.686289982440832;1.0;0.0
2.8770751280646363;-3.6244571422652054;3.686289982440832;1.0;0.0
1.276151589856628;-4.031265280158882;3.6862898632315426;1.0;0.0
1.5252966208319698;-6.619441769035225;0.6862898632315426;0.0;0.0
1.2714428229193722;-3.93330957642353;3.686289982440832;1.0;0.0
0.8656710905890499;1.5003471160813522;3.6862898632315426;1.0;0.0
3.68733971546698;-2.03623893013752;3.6862898632315426;1.0;0.0
0.2834080977301631;1.7443015361710739;3.686289982440832;1.0;0.0
4.87859194706488;-2.2358157848433304;3.5885370537070065;2.0;0.0
2.871715955243591;-4.224117777259712;3.686289744022253;1.0;0.0
0.27941887806463583;-2.1630696271971512;0.6862899824408322;0.0;0.0
2.5763687414984737;2.8703992153092575;3.6862898632315426;1.0;0.0
4.878593854413513;-1.3354127620772172;1.0909938379553585;2.0;0.0
0.7841324133734737;1.566274144737358;3.6862898632315426;1.0;0.0
-0.023571081652161083;-3.8326878761366654;3.686289505603674;1.0;0.0
0.003998689160827212;1.5617179656907272;3.6862902208594113;1.0;0.0
0.8880032820563349;2.052200772850151;3.686289982440832;1.0;0.0
3.986424855695251;3.0773885036393356;0.8847862049368649;2.0;0.0
2.7955641074042363;3.0773880268021774;0.7865206762579711;2.0;0.0
3.17134039829779;-6.2325246547774125;3.686289982440832;1.0;0.0
2.8879789633612667;2.767265536872978;3.686289744022253;1.0;0.0
0.09450333546209672;1.6410095477982711;3.6862902208594113;1.0;0.0
-0.7231291012902226;-0.4312848066405106;0.6862899824408322;0.0;0.0
-0.3893333153862919;-0.23632719269550329;3.686289744022253;1.0;0.0
2.1862167639594112;2.749970653144951;3.686289744022253;1.0;0.0
-2.0926428513665165;0.06626651534282701;0.6862902208594113;0.0;0.0
-0.5240562634606327;-2.129717371375923;3.686289982440832;1.0;0.0
4.878593854413513;-2.638794443519478;2.880482988002661;2.0;0.0
4.232198171124939;-1.6228003715590287;0.6862899824408322;0.0;0.0
3.8708061499457393;-2.728290817649727;3.6862902208594113;1.0;0.0
1.9953860564093624;-5.131569406898384;3.6862902208594113;1.0;0.0
4.878593854413513;0.7703845287247848;2.0938663944033413;2.0;0.0
-0.3196213917870487;-1.0289087509230423;3.6862902208594113;1.0;0.0
4.878593854413513;-5.529625437171822;3.381495790126684;2.0;0.0
-0.12084776927423128;-3.929268381507759;3.686289982440832;1.0;0.0
0.15748780201483112;-5.459006330879097;0.6862901016501217;0.0;0.0
1.6827668471198116;-2.129038116844063;3.6862898632315426;1.0;0.0
0.18586771915960654;1.6639640117570114;3.686289982440832;1.0;0.0
4.878592900739196;-5.237279913337593;0.9803078933981686;2.0;0.0
1.4895405096869503;-4.82697584381855;3.686289982440832;1.0;0.0
0.3826989455084835;1.7659945274277877;3.6862902208594113;1.0;0.0
4.390618733869079;-2.232858917625313;3.686289982440832;1.0;0.0
4.878593854413513;-1.231258413703804;2.3950608536032467;2.0;0.0
0.5715059561591183;-4.028632423789864;3.686289982440832;1.0;0.0
0.2775682730536495;1.6688465858384323;3.6862898632315426;1.0;0.0
2.58877318333197;-6.830958149345284;3.667931155803564;2.0;0.0
2.6719750685553585;2.972552516548271;3.686289982440832;1.0;0.0
4.1878399176459356;-3.3089294647291947;0.6862899824408322;0.0;0.0
0.2181667609076534;1.7225677753373336;3.686289982440832;1.0;0.0
3.487548284039977;-2.0376110290602494;0.6862899824408322;0.0;0.0
2.77979987095404;-2.633488914878731;3.6862902208594113;1.0;0.0
-0.6188681798119511;0.4691149974747848;0.6862899824408322;0.0;0.0
1.196667127118591;2.2343289638444137;3.6862898632315426;1.0;0.0
-0.4166472630639042;-2.333411357314949;3.686289505603674;1.0;0.0
3.81372492741156;0.6628653789445114;0.6862899824408322;0.0;0.0
0.017411164746764712;1.6244683051987838;3.6862898632315426;1.0;0.0
-1.5206747727532353;-1.529099366577034;0.6862901016501217;0.0;0.0
0.4176134390692745;1.8279278064652629;3.686289982440832;1.0;0.0
1.8896965308051146;-2.030378720672493;3.686289982440832;1.0;0.0
4.168488912091735;2.9735433841630172;3.6862902208594113;1.0;0.0
4.878592900739196;0.7703845287247848;2.2885291143683224;2.0;0.0
2.767033032880309;-4.520262262733345;3.686289982440832;1.0;0.0
4.394466809735778;-3.5256300186232377;3.686289982440832;1.0;0.0
-0.013798304094788084;0.13521406897747035;0.6862899824408322;0.0;0.0
3.86468117664862;-2.5276699279860306;3.686289982440832;1.0;0.0
1.3809594435553585;-1.6310661052779007;3.686289982440832;1.0;0.0
1.2850412649970089;1.7669026637955847;3.6862898632315426;1.0;0.0
1.467332295880798;-5.628073713691597;3.6862902208594113;1.0;0.0
4.401357106671814;-1.4344190572813798;3.686289982440832;1.0;0.0
3.0605110449652706;-2.028186223419075;3.6862898632315426;1.0;0.0
