X;Y;Z;categoryID;label
-2.8986356712789267;-3.2589081901005197;-2.427945847558746;1.0;0.0
-2.167125508925411;-2.496791996329158;-2.427946085977325;1.0;0.0
-4.374681279799434;1.419334612519414;-5.427946085977325;0.0;0.0
-6.263048217436763;-2.7050973552158766;-3.7303428602693174;2.0;0.0
-3.1558211304158896;0.2935127240726061;-5.427946085977325;0.0;0.0
-2.0640731312246055;-1.9049564975193438;-2.427945847558746;1.0;0.0
-6.26304917111108;4.39900024953571;-3.43197047238327;2.0;0.0
-3.9503038383931846;-4.105437197058528;-2.427946085977325;1.0;0.0
-2.1716542698354453;2.8902679306575365;-5.427946205186615;0.0;0.0
-1.7983549095601767;-2.1717039721897535;-2.4279462051866147;1.0;0.0
-6.153747604033443;4.397403560311467;-2.427945847558746;1.0;0.0
-5.977813766142818;4.091393552453191;-2.427945847558746;1.0;0.0
-5.963093803069087;4.393843732506902;-2.427945847558746;1.0;0.0
-4.765093133589718;-4.206997789709895;-3.7271273684976194;2.0;0.0
-4.748807714125606;-4.111087240546077;-2.427945847558746;1.0;0.0
-2.8630216576070517;-3.1073536055973463;-2.4279462051866147;1.0;0.0
-2.4558842636556357;3.4137051922389574;-5.427945966768036;0.0;0.0
-4.449754045149776;0.5910381597587175;-2.427946085977325;1.0;0.0
-4.935317800185176;-1.4020196574619703;-5.427946085977325;0.0;0.0
-2.464673564574215;2.496338449151189;-2.427945847558746;1.0;0.0
-6.263048217436763;1.4157734734126635;-4.932442660379181;2.0;0.0
-5.372744605681392;5.493259511620671;-2.4279463243959043;1.0;0.0
-2.574598596236202;-2.900593675940364;-2.4279462051866147;1.0;0.0
-2.861644075057003;-2.5094777720859938;-2.427946085977325;1.0;0.0
-2.09414629711816;-2.469387211172908;-2.4279462051866147;1.0;0.0
-2.2662454105825156;-0.3042025941303661;-2.427946085977325;1.0;0.0
-5.058695123335811;-3.907549299567073;-2.4279462051866147;1.0;0.0
-2.460861966750118;0.394074819714696;-2.4279462051866147;1.0;0.0
-5.564044044157955;0.9941117984363146;-2.4279462051866147;1.0;0.0
-2.0679395653218955;-2.4014498370579176;-2.4279463243959043;1.0;0.0
-4.5567243553609575;-0.9869156258991649;-5.427946085977325;0.0;0.0
-2.6663921333760947;-0.6031456368854935;-2.427946085977325;1.0;0.0
-4.651568696639034;5.292745671898992;-2.4279462051866147;1.0;0.0
-2.861451909682247;2.444190822274358;-5.427946085977325;0.0;0.0
-1.8684015728444785;-2.1996463912418776;-2.427945609140167;1.0;0.0
-3.262889669081661;-3.4085764068058424;-2.427945847558746;1.0;0.0
-6.263047263762447;0.1905950528689928;-3.8277031732080076;2.0;0.0
-3.5579770065755576;1.9965539795466967;-2.427945847558746;1.0;0.0
-2.8762467361898154;3.9855190140315604;-5.427946205186615;0.0;0.0
-2.4555063702077597;-1.40837804254803;-2.4279462051866147;1.0;0.0
-3.973265931746456;0.4944218021937914;-2.427946443605194;1.0;0.0
-5.7203007198781695;0.8907415044614381;-5.427946085977325;0.0;0.0
-4.256168649336788;3.9949959141322684;-2.427945847558746;1.0;0.0
-6.263048217436763;4.793768487603337;-5.323473687219391;2.0;0.0
-1.999135539671871;-2.3717140334537916;-2.427946085977325;1.0;0.0
-5.672506377837154;0.9940597933837481;-2.4279463243959043;1.0;0.0
-2.8564813591451377;1.5930133682796068;-2.427946085977325;1.0;0.0
-4.432590291640254;-1.2054993289402418;-5.427946085977325;0.0;0.0
-3.3705208755941123;3.6940308434077807;-2.427946085977325;1.0;0.0
-3.659600541731807;-3.7092336791447096;-2.427946085977325;1.0;0.0
-1.9622650600881308;-2.207504190771907;-2.427946443605194;1.0;0.0
-5.66468434109399;0.3946279508182116;-2.427945847558746;1.0;0.0
-5.967029616972896;5.655163846642644;-3.2287341309068296;2.0;0.0
-6.263048217436763;-3.0089673179081373;-3.023007626580963;2.0;0.0
-3.5718481995076865;-1.3035298961094313;-2.427946085977325;1.0;0.0
-6.263048217436763;-2.510658659308284;-3.4208441925523374;2.0;0.0
-3.471948430678341;-3.706652082770198;-2.427946085977325;1.0;0.0
-6.26304917111108;1.5856065374919481;-5.330118174600372;2.0;0.0
